State Name,Date,Year,Month,Number of Deaths,Percent with drugs specified,Number of Drug Overdose Deaths
New York City,5/1/2018,2018,May,54901,100,1529
New York City,6/1/2018,2018,June,54979,100,1524
New York City,7/1/2018,2018,July,55015,100,1513
New York City,8/1/2018,2018,August,54973,100,1544
New York City,9/1/2018,2018,September,54954,100,1508
New York City,10/1/2018,2018,October,55130,100,1499
New York City,11/1/2018,2018,November,55185,100,1482
New York City,12/1/2018,2018,December,55081,100,1482
New York City,1/1/2019,2019,January,54507,100,1456
New York City,2/1/2019,2019,February,54361,100,1475
New York City,3/1/2019,2019,March,54381,100,1470
New York City,4/1/2019,2019,April,54245,100,1437
New York City,5/1/2019,2019,May,54374,100,1444
New York City,6/1/2019,2019,June,54405,100,1438
New York City,7/1/2019,2019,July,54589,99,1466
New York City,8/1/2019,2019,August,54503,99,1448
New York City,9/1/2019,2019,September,54447,99,1457
New York City,10/1/2019,2019,October,54386,99,1487
New York City,11/1/2019,2019,November,54359,99,1514
New York City,12/1/2019,2019,December,54561,100,1548
New York City,1/1/2020,2020,January,54603,100,1580
New York City,2/1/2020,2020,February,54786,100,1615
New York City,3/1/2020,2020,March,58699,100,1653
New York City,4/1/2020,2020,April,78382,100,1683
New York City,5/1/2020,2020,May,80956,99,1777
New York City,6/1/2020,2020,June,81243,99,1825
New York City,7/1/2020,2020,July,81185,99,1882
New York City,8/1/2020,2020,August,81277,99,1928
New York City,9/1/2020,2020,September,81302,99,1989
New York City,10/1/2020,2020,October,81208,99,2039
New York City,11/1/2020,2020,November,81402,99,2091
New York City,12/1/2020,2020,December,82143,99,2131
New York City,1/1/2021,2021,January,83856,99,2217
New York City,2/1/2021,2021,February,85457,99,2243
New York City,3/1/2021,2021,March,83057,99,2312
New York City,4/1/2021,2021,April,64386,99,2392
New York City,5/1/2021,2021,May,62244,99,2394
New York City,6/1/2021,2021,June,62072,99,2448
New York City,7/1/2021,2021,July,62032,99,2476
New York City,8/1/2021,2021,August,62583,99,2555
New York City,9/1/2021,2021,September,63170,99,2627
New York City,10/1/2021,2021,October,63513,99,2671
New York City,11/1/2021,2021,November,63704,99,2731
New York City,12/1/2021,2021,December,63551,99,2775
New York City,1/1/2022,2022,January,64670,99,2804
New York City,2/1/2022,2022,February,63425,100,2828
New York City,3/1/2022,2022,March,61833,99,2841
New York City,4/1/2022,2022,April,60747,99,2838
New York City,5/1/2022,2022,May,60476,100,2893
New York City,6/1/2022,2022,June,60479,100,2916
New York City,7/1/2022,2022,July,60802,100,2974
New York City,8/1/2022,2022,August,60714,100,2989
New York City,9/1/2022,2022,September,60413,100,2999
New York City,10/1/2022,2022,October,60483,100,3029
New York City,11/1/2022,2022,November,60595,100,3083
New York City,12/1/2022,2022,December,60596,100,3142
New York City,1/1/2023,2023,January,57937,100,3133
New York City,2/1/2023,2023,February,57322,100,3145
New York City,3/1/2023,2023,March,57414,100,3168
New York City,4/1/2023,2023,April,57502,100,3224
New York City,5/1/2023,2023,May,57459,100,3207
New York City,6/1/2023,2023,June,57251,100,3253
New York City,7/1/2023,2023,July,56868,100,3258
New York City,8/1/2023,2023,August,56501,100,3267
New York City,9/1/2023,2023,September,56374,100,3236
New York City,10/1/2023,2023,October,56195,100,3205
New York City,11/1/2023,2023,November,55873,100,3081
New York City,12/1/2023,2023,December,55459,100,2951
North Carolina,1/1/2015,2015,January,87132,92,1359
North Carolina,2/1/2015,2015,February,87784,92,1357
North Carolina,3/1/2015,2015,March,88384,92,1358
North Carolina,4/1/2015,2015,April,88620,93,1365
North Carolina,5/1/2015,2015,May,88818,93,1389
North Carolina,6/1/2015,2015,June,89238,93,1406
North Carolina,7/1/2015,2015,July,89630,93,1422
North Carolina,8/1/2015,2015,August,89864,92,1416
North Carolina,9/1/2015,2015,September,90001,93,1439
North Carolina,10/1/2015,2015,October,90154,93,1455
North Carolina,11/1/2015,2015,November,90229,93,1503
North Carolina,12/1/2015,2015,December,90025,93,1537
North Carolina,1/1/2016,2016,January,89624,94,1589
North Carolina,2/1/2016,2016,February,89619,95,1595
North Carolina,3/1/2016,2016,March,89556,95,1654
North Carolina,4/1/2016,2016,April,89779,95,1694
North Carolina,5/1/2016,2016,May,90013,95,1736
North Carolina,6/1/2016,2016,June,90010,95,1792
North Carolina,7/1/2016,2016,July,90104,96,1816
North Carolina,8/1/2016,2016,August,90243,96,1869
North Carolina,9/1/2016,2016,September,90330,97,1880
North Carolina,10/1/2016,2016,October,90585,97,1900
North Carolina,11/1/2016,2016,November,90874,97,1905
North Carolina,12/1/2016,2016,December,91350,97,1931
North Carolina,1/1/2017,2017,January,91505,97,1974
North Carolina,2/1/2017,2017,February,91572,97,2019
North Carolina,3/1/2017,2017,March,92295,97,2049
North Carolina,4/1/2017,2017,April,92537,98,2082
North Carolina,5/1/2017,2017,May,92777,98,2106
North Carolina,6/1/2017,2017,June,92927,97,2165
North Carolina,7/1/2017,2017,July,93142,97,2204
North Carolina,8/1/2017,2017,August,93485,97,2259
North Carolina,9/1/2017,2017,September,93790,97,2320
North Carolina,10/1/2017,2017,October,93744,97,2335
North Carolina,11/1/2017,2017,November,93717,97,2332
North Carolina,12/1/2017,2017,December,94051,97,2369
North Carolina,1/1/2018,2018,January,94987,97,2358
North Carolina,2/1/2018,2018,February,95200,97,2331
North Carolina,3/1/2018,2018,March,94515,97,2293
North Carolina,4/1/2018,2018,April,94418,97,2282
North Carolina,5/1/2018,2018,May,94329,97,2288
North Carolina,6/1/2018,2018,June,94644,98,2287
North Carolina,7/1/2018,2018,July,94644,98,2272
North Carolina,8/1/2018,2018,August,94616,98,2224
North Carolina,9/1/2018,2018,September,94525,97,2231
North Carolina,10/1/2018,2018,October,94742,97,2245
North Carolina,11/1/2018,2018,November,94951,97,2275
North Carolina,12/1/2018,2018,December,94809,97,2246
North Carolina,1/1/2019,2019,January,93805,98,2225
North Carolina,2/1/2019,2019,February,94048,98,2263
North Carolina,3/1/2019,2019,March,94430,98,2315
North Carolina,4/1/2019,2019,April,94873,98,2323
North Carolina,5/1/2019,2019,May,95333,98,2300
North Carolina,6/1/2019,2019,June,95615,98,2285
North Carolina,7/1/2019,2019,July,95775,98,2288
North Carolina,8/1/2019,2019,August,96016,98,2266
North Carolina,9/1/2019,2019,September,96301,98,2256
North Carolina,10/1/2019,2019,October,96437,98,2252
North Carolina,11/1/2019,2019,November,96515,98,2249
North Carolina,12/1/2019,2019,December,96682,98,2236
North Carolina,1/1/2020,2020,January,96963,98,2279
North Carolina,2/1/2020,2020,February,97092,98,2307
North Carolina,3/1/2020,2020,March,97416,98,2327
North Carolina,4/1/2020,2020,April,98113,98,2422
North Carolina,5/1/2020,2020,May,98972,98,2598
North Carolina,6/1/2020,2020,June,99467,98,2661
North Carolina,7/1/2020,2020,July,100884,98,2770
North Carolina,8/1/2020,2020,August,102465,98,2889
North Carolina,9/1/2020,2020,September,104067,98,2924
North Carolina,10/1/2020,2020,October,105460,98,2972
North Carolina,11/1/2020,2020,November,107306,98,3049
North Carolina,12/1/2020,2020,December,110096,98,3121
North Carolina,1/1/2021,2021,January,114441,98,3221
North Carolina,2/1/2021,2021,February,115911,98,3282
North Carolina,3/1/2021,2021,March,116086,98,3401
North Carolina,4/1/2021,2021,April,116119,98,3450
North Carolina,5/1/2021,2021,May,116171,98,3424
North Carolina,6/1/2021,2021,June,116213,98,3479
North Carolina,7/1/2021,2021,July,115966,98,3538
North Carolina,8/1/2021,2021,August,117137,98,3569
North Carolina,9/1/2021,2021,September,119153,98,3647
North Carolina,10/1/2021,2021,October,120178,98,3722
North Carolina,11/1/2021,2021,November,119910,98,3777
North Carolina,12/1/2021,2021,December,118949,98,3900
North Carolina,1/1/2022,2022,January,118303,98,3910
North Carolina,2/1/2022,2022,February,119099,98,3949
North Carolina,3/1/2022,2022,March,119285,98,3956
North Carolina,4/1/2022,2022,April,119080,98,3992
North Carolina,5/1/2022,2022,May,118812,98,4021
North Carolina,6/1/2022,2022,June,119197,98,4071
North Carolina,7/1/2022,2022,July,119336,98,4038
North Carolina,8/1/2022,2022,August,117875,98,4100
North Carolina,9/1/2022,2022,September,115574,98,4161
North Carolina,10/1/2022,2022,October,114429,99,4202
North Carolina,11/1/2022,2022,November,114186,99,4251
North Carolina,12/1/2022,2022,December,113872,99,4255
North Carolina,1/1/2023,2023,January,111529,99,4275
North Carolina,2/1/2023,2023,February,109504,99,4286
North Carolina,3/1/2023,2023,March,109659,99,4307
North Carolina,4/1/2023,2023,April,109737,99,4285
North Carolina,5/1/2023,2023,May,109725,99,4183
North Carolina,6/1/2023,2023,June,109494,99,3986
North Carolina,7/1/2023,2023,July,109100,99,3850
North Carolina,8/1/2023,2023,August,108853,98,3643
North Carolina,9/1/2023,2023,September,108696,98,3434
North Carolina,10/1/2023,2023,October,108419,98,3212
North Carolina,11/1/2023,2023,November,108247,98,2988
North Carolina,12/1/2023,2023,December,108388,98,2730
North Dakota,1/1/2015,2015,January,6887,89,65
North Dakota,2/1/2015,2015,February,6914,88,65
North Dakota,3/1/2015,2015,March,6919,88,64
North Dakota,4/1/2015,2015,April,6955,89,61
North Dakota,5/1/2015,2015,May,6945,84,67
North Dakota,6/1/2015,2015,June,6988,82,71
North Dakota,7/1/2015,2015,July,7028,79,68
North Dakota,8/1/2015,2015,August,7020,80,70
North Dakota,9/1/2015,2015,September,7028,80,71
North Dakota,10/1/2015,2015,October,6977,84,68
North Dakota,11/1/2015,2015,November,6985,83,63
North Dakota,12/1/2015,2015,December,6876,85,66
North Dakota,1/1/2016,2016,January,6754,85,62
North Dakota,2/1/2016,2016,February,6730,86,59
North Dakota,3/1/2016,2016,March,6724,86,66
North Dakota,4/1/2016,2016,April,6679,86,73
North Dakota,5/1/2016,2016,May,6700,91,66
North Dakota,6/1/2016,2016,June,6714,92,65
North Dakota,7/1/2016,2016,July,6674,91,65
North Dakota,8/1/2016,2016,August,6642,91,68
North Dakota,9/1/2016,2016,September,6617,92,72
North Dakota,10/1/2016,2016,October,6706,89,73
North Dakota,11/1/2016,2016,November,6741,89,79
North Dakota,12/1/2016,2016,December,6806,88,80
North Dakota,1/1/2017,2017,January,6844,86,81
North Dakota,2/1/2017,2017,February,6886,86,84
North Dakota,3/1/2017,2017,March,6902,85,80
North Dakota,4/1/2017,2017,April,6970,86,78
North Dakota,5/1/2017,2017,May,6971,86,80
North Dakota,6/1/2017,2017,June,6971,85,81
North Dakota,7/1/2017,2017,July,6979,87,83
North Dakota,8/1/2017,2017,August,7041,88,81
North Dakota,9/1/2017,2017,September,7079,86,77
North Dakota,10/1/2017,2017,October,7047,88,75
North Dakota,11/1/2017,2017,November,7064,89,74
North Dakota,12/1/2017,2017,December,7088,89,76
North Dakota,1/1/2018,2018,January,7153,89,81
North Dakota,2/1/2018,2018,February,7140,88,78
North Dakota,3/1/2018,2018,March,7121,89,76
North Dakota,4/1/2018,2018,April,7080,89,76
North Dakota,5/1/2018,2018,May,7068,89,73
North Dakota,6/1/2018,2018,June,7042,89,72
North Dakota,7/1/2018,2018,July,7068,88,69
North Dakota,8/1/2018,2018,August,7027,87,67
North Dakota,9/1/2018,2018,September,7011,86,72
North Dakota,10/1/2018,2018,October,7041,84,74
North Dakota,11/1/2018,2018,November,7034,82,71
North Dakota,12/1/2018,2018,December,7032,81,70
North Dakota,1/1/2019,2019,January,6980,83,63
North Dakota,2/1/2019,2019,February,6984,86,70
North Dakota,3/1/2019,2019,March,6970,83,76
North Dakota,4/1/2019,2019,April,7030,83,75
North Dakota,5/1/2019,2019,May,7126,82,74
North Dakota,6/1/2019,2019,June,7198,86,76
North Dakota,7/1/2019,2019,July,7195,86,86
North Dakota,8/1/2019,2019,August,7276,84,88
North Dakota,9/1/2019,2019,September,7313,86,84
North Dakota,10/1/2019,2019,October,7312,88,81
North Dakota,11/1/2019,2019,November,7348,86,88
North Dakota,12/1/2019,2019,December,7390,86,90
North Dakota,1/1/2020,2020,January,7423,85,99
North Dakota,2/1/2020,2020,February,7501,84,101
North Dakota,3/1/2020,2020,March,7547,85,104
North Dakota,4/1/2020,2020,April,7567,83,106
North Dakota,5/1/2020,2020,May,7551,83,112
North Dakota,6/1/2020,2020,June,7547,82,111
North Dakota,7/1/2020,2020,July,7577,82,107
North Dakota,8/1/2020,2020,August,7602,83,108
North Dakota,9/1/2020,2020,September,7712,83,116
North Dakota,10/1/2020,2020,October,8070,81,120
North Dakota,11/1/2020,2020,November,8564,82,114
North Dakota,12/1/2020,2020,December,8839,84,123
North Dakota,1/1/2021,2021,January,8850,84,125
North Dakota,2/1/2021,2021,February,8777,84,120
North Dakota,3/1/2021,2021,March,8776,85,120
North Dakota,4/1/2021,2021,April,8704,86,122
North Dakota,5/1/2021,2021,May,8674,87,129
North Dakota,6/1/2021,2021,June,8678,87,129
North Dakota,7/1/2021,2021,July,8693,87,128
North Dakota,8/1/2021,2021,August,8667,88,130
North Dakota,9/1/2021,2021,September,8679,88,129
North Dakota,10/1/2021,2021,October,8536,90,134
North Dakota,11/1/2021,2021,November,8206,90,138
North Dakota,12/1/2021,2021,December,8105,90,136
North Dakota,1/1/2022,2022,January,8214,90,131
North Dakota,2/1/2022,2022,February,8333,90,134
North Dakota,3/1/2022,2022,March,8327,90,137
North Dakota,4/1/2022,2022,April,8286,89,135
North Dakota,5/1/2022,2022,May,8302,89,131
North Dakota,6/1/2022,2022,June,8285,89,138
North Dakota,7/1/2022,2022,July,8256,89,142
North Dakota,8/1/2022,2022,August,8322,88,145
North Dakota,9/1/2022,2022,September,8238,90,144
North Dakota,10/1/2022,2022,October,8041,88,141
North Dakota,11/1/2022,2022,November,7866,87,143
North Dakota,12/1/2022,2022,December,7742,89,141
North Dakota,1/1/2023,2023,January,7681,90,147
North Dakota,2/1/2023,2023,February,7532,90,148
North Dakota,3/1/2023,2023,March,7531,91,142
North Dakota,4/1/2023,2023,April,7616,92,143
North Dakota,5/1/2023,2023,May,7626,92,145
North Dakota,6/1/2023,2023,June,7614,92,146
North Dakota,7/1/2023,2023,July,7652,93,144
North Dakota,8/1/2023,2023,August,7604,94,141
North Dakota,9/1/2023,2023,September,7552,93,138
North Dakota,10/1/2023,2023,October,7517,95,138
North Dakota,11/1/2023,2023,November,7528,94,136
North Dakota,12/1/2023,2023,December,7479,94,128
Ohio,1/1/2015,2015,January,115935,89,2829
Ohio,2/1/2015,2015,February,116546,89,2828
Ohio,3/1/2015,2015,March,116925,90,2843
Ohio,4/1/2015,2015,April,117559,90,2955
Ohio,5/1/2015,2015,May,117995,91,3054
Ohio,6/1/2015,2015,June,118270,92,3051
Ohio,7/1/2015,2015,July,118593,92,3128
Ohio,8/1/2015,2015,August,118888,92,3153
Ohio,9/1/2015,2015,September,119011,93,3196
Ohio,10/1/2015,2015,October,119346,93,3222
Ohio,11/1/2015,2015,November,119284,93,3298
Ohio,12/1/2015,2015,December,118113,93,3336
Ohio,1/1/2016,2016,January,117030,94,3398
Ohio,2/1/2016,2016,February,117069,95,3452
Ohio,3/1/2016,2016,March,117453,95,3542
Ohio,4/1/2016,2016,April,117570,95,3575
Ohio,5/1/2016,2016,May,117613,95,3606
Ohio,6/1/2016,2016,June,117748,95,3652
Ohio,7/1/2016,2016,July,117836,95,3763
Ohio,8/1/2016,2016,August,117988,95,3857
Ohio,9/1/2016,2016,September,118330,95,4000
Ohio,10/1/2016,2016,October,118500,95,4121
Ohio,11/1/2016,2016,November,118749,95,4211
Ohio,12/1/2016,2016,December,119618,95,4326
Ohio,1/1/2017,2017,January,120603,95,4502
Ohio,2/1/2017,2017,February,121163,95,4710
Ohio,3/1/2017,2017,March,121681,95,4788
Ohio,4/1/2017,2017,April,121843,95,4974
Ohio,5/1/2017,2017,May,122145,95,5144
Ohio,6/1/2017,2017,June,122468,96,5293
Ohio,7/1/2017,2017,July,122639,96,5290
Ohio,8/1/2017,2017,August,122883,96,5262
Ohio,9/1/2017,2017,September,123096,96,5258
Ohio,10/1/2017,2017,October,123047,96,5225
Ohio,11/1/2017,2017,November,123334,96,5210
Ohio,12/1/2017,2017,December,123886,96,5138
Ohio,1/1/2018,2018,January,124953,96,4934
Ohio,2/1/2018,2018,February,124751,96,4739
Ohio,3/1/2018,2018,March,124156,96,4636
Ohio,4/1/2018,2018,April,124358,96,4418
Ohio,5/1/2018,2018,May,124515,96,4273
Ohio,6/1/2018,2018,June,124543,95,4148
Ohio,7/1/2018,2018,July,124614,95,4117
Ohio,8/1/2018,2018,August,124612,95,4144
Ohio,9/1/2018,2018,September,124754,95,4099
Ohio,10/1/2018,2018,October,125036,95,4058
Ohio,11/1/2018,2018,November,125210,95,4001
Ohio,12/1/2018,2018,December,124631,95,4004
Ohio,1/1/2019,2019,January,123189,95,4036
Ohio,2/1/2019,2019,February,122776,95,4011
Ohio,3/1/2019,2019,March,123359,95,4062
Ohio,4/1/2019,2019,April,123143,95,4110
Ohio,5/1/2019,2019,May,122995,95,4117
Ohio,6/1/2019,2019,June,123183,95,4147
Ohio,7/1/2019,2019,July,123345,95,4159
Ohio,8/1/2019,2019,August,123528,95,4129
Ohio,9/1/2019,2019,September,123507,95,4117
Ohio,10/1/2019,2019,October,123543,95,4165
Ohio,11/1/2019,2019,November,123562,95,4260
Ohio,12/1/2019,2019,December,123690,95,4279
Ohio,1/1/2020,2020,January,123621,95,4302
Ohio,2/1/2020,2020,February,124254,96,4366
Ohio,3/1/2020,2020,March,124223,96,4348
Ohio,4/1/2020,2020,April,125532,96,4410
Ohio,5/1/2020,2020,May,127218,95,4649
Ohio,6/1/2020,2020,June,128009,95,4829
Ohio,7/1/2020,2020,July,129281,95,4939
Ohio,8/1/2020,2020,August,130777,95,4993
Ohio,9/1/2020,2020,September,131913,95,5076
Ohio,10/1/2020,2020,October,133557,95,5133
Ohio,11/1/2020,2020,November,137052,95,5122
Ohio,12/1/2020,2020,December,143947,95,5215
Ohio,1/1/2021,2021,January,147868,95,5322
Ohio,2/1/2021,2021,February,149140,95,5366
Ohio,3/1/2021,2021,March,149032,95,5491
Ohio,4/1/2021,2021,April,148132,95,5582
Ohio,5/1/2021,2021,May,147311,95,5465
Ohio,6/1/2021,2021,June,146826,95,5348
Ohio,7/1/2021,2021,July,145951,96,5357
Ohio,8/1/2021,2021,August,145903,96,5403
Ohio,9/1/2021,2021,September,147985,96,5406
Ohio,10/1/2021,2021,October,149839,96,5420
Ohio,11/1/2021,2021,November,149371,96,5438
Ohio,12/1/2021,2021,December,147565,96,5405
Ohio,1/1/2022,2022,January,149354,96,5370
Ohio,2/1/2022,2022,February,149673,96,5361
Ohio,3/1/2022,2022,March,149812,96,5317
Ohio,4/1/2022,2022,April,149374,96,5213
Ohio,5/1/2022,2022,May,148895,96,5149
Ohio,6/1/2022,2022,June,148968,96,5145
Ohio,7/1/2022,2022,July,149285,96,5104
Ohio,8/1/2022,2022,August,148628,96,5103
Ohio,9/1/2022,2022,September,146052,96,5062
Ohio,10/1/2022,2022,October,143500,96,5088
Ohio,11/1/2022,2022,November,141439,96,5098
Ohio,12/1/2022,2022,December,138162,96,5144
Ohio,1/1/2023,2023,January,132983,96,5148
Ohio,2/1/2023,2023,February,131206,97,5178
Ohio,3/1/2023,2023,March,131362,97,5146
Ohio,4/1/2023,2023,April,131771,96,5208
Ohio,5/1/2023,2023,May,131920,97,5224
Ohio,6/1/2023,2023,June,131731,97,5215
Ohio,7/1/2023,2023,July,131121,97,5196
Ohio,8/1/2023,2023,August,130415,97,5169
Ohio,9/1/2023,2023,September,130249,97,5108
Ohio,10/1/2023,2023,October,129981,97,4989
Ohio,11/1/2023,2023,November,129291,97,4873
Ohio,12/1/2023,2023,December,128024,97,4723
Oklahoma,1/1/2015,2015,January,37788,96,794
Oklahoma,2/1/2015,2015,February,37978,97,773
Oklahoma,3/1/2015,2015,March,38043,96,771
Oklahoma,4/1/2015,2015,April,38006,97,766
Oklahoma,5/1/2015,2015,May,37987,97,752
Oklahoma,6/1/2015,2015,June,38139,97,738
Oklahoma,7/1/2015,2015,July,38193,97,733
Oklahoma,8/1/2015,2015,August,38289,96,727
Oklahoma,9/1/2015,2015,September,38243,96,718
Oklahoma,10/1/2015,2015,October,38260,96,723
Oklahoma,11/1/2015,2015,November,38278,96,727
Oklahoma,12/1/2015,2015,December,38321,97,722
Oklahoma,1/1/2016,2016,January,38029,97,696
Oklahoma,2/1/2016,2016,February,37936,96,710
Oklahoma,3/1/2016,2016,March,37812,96,698
Oklahoma,4/1/2016,2016,April,37844,96,712
Oklahoma,5/1/2016,2016,May,38008,96,734
Oklahoma,6/1/2016,2016,June,37839,96,727
Oklahoma,7/1/2016,2016,July,37797,96,752
Oklahoma,8/1/2016,2016,August,37894,96,768
Oklahoma,9/1/2016,2016,September,38045,96,761
Oklahoma,10/1/2016,2016,October,38045,96,776
