State Name,Date,Year,Month,Number of Deaths,Percent with drugs specified,Number of Drug Overdose Deaths
Nevada,8/1/2016,2016,August,24451,97,732
Nevada,9/1/2016,2016,September,24602,97,731
Nevada,10/1/2016,2016,October,24669,97,739
Nevada,11/1/2016,2016,November,24589,97,729
Nevada,12/1/2016,2016,December,24692,97,707
Nevada,1/1/2017,2017,January,25004,98,705
Nevada,2/1/2017,2017,February,24909,98,698
Nevada,3/1/2017,2017,March,24949,98,707
Nevada,4/1/2017,2017,April,24992,98,713
Nevada,5/1/2017,2017,May,25225,99,728
Nevada,6/1/2017,2017,June,25386,99,736
Nevada,7/1/2017,2017,July,25463,99,736
Nevada,8/1/2017,2017,August,25298,99,736
Nevada,9/1/2017,2017,September,25299,99,736
Nevada,10/1/2017,2017,October,25433,99,749
Nevada,11/1/2017,2017,November,25563,99,748
Nevada,12/1/2017,2017,December,25689,99,756
Nevada,1/1/2018,2018,January,25796,99,758
Nevada,2/1/2018,2018,February,25773,99,761
Nevada,3/1/2018,2018,March,25795,99,746
Nevada,4/1/2018,2018,April,25773,99,750
Nevada,5/1/2018,2018,May,25699,98,726
Nevada,6/1/2018,2018,June,25715,98,716
Nevada,7/1/2018,2018,July,25766,98,727
Nevada,8/1/2018,2018,August,25875,98,736
Nevada,9/1/2018,2018,September,25815,98,740
Nevada,10/1/2018,2018,October,25710,98,722
Nevada,11/1/2018,2018,November,25753,99,726
Nevada,12/1/2018,2018,December,25569,99,741
Nevada,1/1/2019,2019,January,25383,98,752
Nevada,2/1/2019,2019,February,25534,98,755
Nevada,3/1/2019,2019,March,25589,99,750
Nevada,4/1/2019,2019,April,25775,99,753
Nevada,5/1/2019,2019,May,25831,98,772
Nevada,6/1/2019,2019,June,25847,99,761
Nevada,7/1/2019,2019,July,25852,99,747
Nevada,8/1/2019,2019,August,25966,99,733
Nevada,9/1/2019,2019,September,26120,99,739
Nevada,10/1/2019,2019,October,26205,99,725
Nevada,11/1/2019,2019,November,26296,99,720
Nevada,12/1/2019,2019,December,26443,99,710
Nevada,1/1/2020,2020,January,26522,99,701
Nevada,2/1/2020,2020,February,26617,99,696
Nevada,3/1/2020,2020,March,26633,99,704
Nevada,4/1/2020,2020,April,26776,99,724
Nevada,5/1/2020,2020,May,26997,100,753
Nevada,6/1/2020,2020,June,27182,100,762
Nevada,7/1/2020,2020,July,27809,100,777
Nevada,8/1/2020,2020,August,28581,100,820
Nevada,9/1/2020,2020,September,28911,99,814
Nevada,10/1/2020,2020,October,29283,99,858
Nevada,11/1/2020,2020,November,29909,99,887
Nevada,12/1/2020,2020,December,31391,99,915
Nevada,1/1/2021,2021,January,32584,99,941
Nevada,2/1/2021,2021,February,33010,99,968
Nevada,3/1/2021,2021,March,33249,99,988
Nevada,4/1/2021,2021,April,33163,99,986
Nevada,5/1/2021,2021,May,33202,99,966
Nevada,6/1/2021,2021,June,33286,99,1002
Nevada,7/1/2021,2021,July,33390,99,1055
Nevada,8/1/2021,2021,August,33573,99,1033
Nevada,9/1/2021,2021,September,34196,99,1047
Nevada,10/1/2021,2021,October,34683,99,1040
Nevada,11/1/2021,2021,November,34718,99,1041
Nevada,12/1/2021,2021,December,33951,99,1039
Nevada,1/1/2022,2022,January,33950,99,1035
Nevada,2/1/2022,2022,February,34201,99,1024
Nevada,3/1/2022,2022,March,34236,99,1025
Nevada,4/1/2022,2022,April,34371,99,1026
Nevada,5/1/2022,2022,May,34450,99,1038
Nevada,6/1/2022,2022,June,34479,99,1040
Nevada,7/1/2022,2022,July,34238,99,1024
Nevada,8/1/2022,2022,August,33563,100,1021
Nevada,9/1/2022,2022,September,32925,99,1080
Nevada,10/1/2022,2022,October,32424,99,1089
Nevada,11/1/2022,2022,November,32154,99,1113
Nevada,12/1/2022,2022,December,32037,99,1127
Nevada,1/1/2023,2023,January,31135,99,1131
Nevada,2/1/2023,2023,February,30582,99,1146
Nevada,3/1/2023,2023,March,30559,99,1212
Nevada,4/1/2023,2023,April,30627,99,1260
Nevada,5/1/2023,2023,May,30585,99,1279
Nevada,6/1/2023,2023,June,30433,99,1270
Nevada,7/1/2023,2023,July,30324,99,1306
Nevada,8/1/2023,2023,August,30350,99,1365
Nevada,9/1/2023,2023,September,30277,98,1354
Nevada,10/1/2023,2023,October,30124,98,1380
Nevada,11/1/2023,2023,November,30111,99,1370
Nevada,12/1/2023,2023,December,29882,99,1352
New Hampshire,1/1/2015,2015,January,11342,100,350
New Hampshire,2/1/2015,2015,February,11493,100,360
New Hampshire,3/1/2015,2015,March,11545,100,367
New Hampshire,4/1/2015,2015,April,11681,100,394
New Hampshire,5/1/2015,2015,May,11690,100,402
New Hampshire,6/1/2015,2015,June,11644,100,416
New Hampshire,7/1/2015,2015,July,11755,100,424
New Hampshire,8/1/2015,2015,August,11754,100,426
New Hampshire,9/1/2015,2015,September,11775,100,449
New Hampshire,10/1/2015,2015,October,11802,100,449
New Hampshire,11/1/2015,2015,November,11736,100,444
New Hampshire,12/1/2015,2015,December,11724,99,415
New Hampshire,1/1/2016,2016,January,11617,99,417
New Hampshire,2/1/2016,2016,February,11550,99,428
New Hampshire,3/1/2016,2016,March,11567,99,435
New Hampshire,4/1/2016,2016,April,11555,99,430
New Hampshire,5/1/2016,2016,May,11524,99,439
New Hampshire,6/1/2016,2016,June,11531,99,428
New Hampshire,7/1/2016,2016,July,11562,99,441
New Hampshire,8/1/2016,2016,August,11597,99,449
New Hampshire,9/1/2016,2016,September,11632,99,446
New Hampshire,10/1/2016,2016,October,11714,99,442
New Hampshire,11/1/2016,2016,November,11738,99,443
New Hampshire,12/1/2016,2016,December,11909,100,458
New Hampshire,1/1/2017,2017,January,11958,99,458
New Hampshire,2/1/2017,2017,February,11984,99,446
New Hampshire,3/1/2017,2017,March,12049,99,439
New Hampshire,4/1/2017,2017,April,12068,100,447
New Hampshire,5/1/2017,2017,May,12100,100,446
New Hampshire,6/1/2017,2017,June,12159,99,457
New Hampshire,7/1/2017,2017,July,12180,99,463
New Hampshire,8/1/2017,2017,August,12295,99,470
New Hampshire,9/1/2017,2017,September,12299,99,470
New Hampshire,10/1/2017,2017,October,12277,99,478
New Hampshire,11/1/2017,2017,November,12313,99,472
New Hampshire,12/1/2017,2017,December,12288,99,478
New Hampshire,1/1/2018,2018,January,12354,99,473
New Hampshire,2/1/2018,2018,February,12390,99,480
New Hampshire,3/1/2018,2018,March,12311,99,490
New Hampshire,4/1/2018,2018,April,12349,99,473
New Hampshire,5/1/2018,2018,May,12410,99,472
New Hampshire,6/1/2018,2018,June,12392,99,451
New Hampshire,7/1/2018,2018,July,12394,99,455
New Hampshire,8/1/2018,2018,August,12344,99,449
New Hampshire,9/1/2018,2018,September,12392,99,438
New Hampshire,10/1/2018,2018,October,12474,99,437
New Hampshire,11/1/2018,2018,November,12475,99,450
New Hampshire,12/1/2018,2018,December,12509,99,446
New Hampshire,1/1/2019,2019,January,12467,99,446
New Hampshire,2/1/2019,2019,February,12461,99,449
New Hampshire,3/1/2019,2019,March,12542,99,440
New Hampshire,4/1/2019,2019,April,12496,99,437
New Hampshire,5/1/2019,2019,May,12472,99,428
New Hampshire,6/1/2019,2019,June,12428,99,436
New Hampshire,7/1/2019,2019,July,12384,99,406
New Hampshire,8/1/2019,2019,August,12415,99,398
New Hampshire,9/1/2019,2019,September,12380,99,400
New Hampshire,10/1/2019,2019,October,12331,99,395
New Hampshire,11/1/2019,2019,November,12370,99,385
New Hampshire,12/1/2019,2019,December,12408,99,395
New Hampshire,1/1/2020,2020,January,12393,100,397
New Hampshire,2/1/2020,2020,February,12367,100,389
New Hampshire,3/1/2020,2020,March,12392,100,391
New Hampshire,4/1/2020,2020,April,12521,100,401
New Hampshire,5/1/2020,2020,May,12708,100,413
New Hampshire,6/1/2020,2020,June,12921,100,412
New Hampshire,7/1/2020,2020,July,13067,100,429
New Hampshire,8/1/2020,2020,August,13064,100,423
New Hampshire,9/1/2020,2020,September,13133,100,418
New Hampshire,10/1/2020,2020,October,13145,100,407
New Hampshire,11/1/2020,2020,November,13281,100,406
New Hampshire,12/1/2020,2020,December,13513,100,393
New Hampshire,1/1/2021,2021,January,13816,100,389
New Hampshire,2/1/2021,2021,February,13832,100,382
New Hampshire,3/1/2021,2021,March,13746,100,378
New Hampshire,4/1/2021,2021,April,13653,100,372
New Hampshire,5/1/2021,2021,May,13515,100,366
New Hampshire,6/1/2021,2021,June,13461,99,379
New Hampshire,7/1/2021,2021,July,13414,99,377
New Hampshire,8/1/2021,2021,August,13494,99,393
New Hampshire,9/1/2021,2021,September,13549,99,405
New Hampshire,10/1/2021,2021,October,13706,100,418
New Hampshire,11/1/2021,2021,November,13806,99,418
New Hampshire,12/1/2021,2021,December,13869,99,433
New Hampshire,1/1/2022,2022,January,13917,99,457
New Hampshire,2/1/2022,2022,February,14055,99,471
New Hampshire,3/1/2022,2022,March,14193,99,483
New Hampshire,4/1/2022,2022,April,14265,99,490
New Hampshire,5/1/2022,2022,May,14339,99,483
New Hampshire,6/1/2022,2022,June,14424,99,489
New Hampshire,7/1/2022,2022,July,14499,99,492
New Hampshire,8/1/2022,2022,August,14572,99,491
New Hampshire,9/1/2022,2022,September,14554,99,484
New Hampshire,10/1/2022,2022,October,14523,99,484
New Hampshire,11/1/2022,2022,November,14465,99,498
New Hampshire,12/1/2022,2022,December,14313,99,484
New Hampshire,1/1/2023,2023,January,14206,100,472
New Hampshire,2/1/2023,2023,February,14116,100,479
New Hampshire,3/1/2023,2023,March,14144,100,480
New Hampshire,4/1/2023,2023,April,14136,100,469
New Hampshire,5/1/2023,2023,May,14134,100,473
New Hampshire,6/1/2023,2023,June,14048,100,463
New Hampshire,7/1/2023,2023,July,14063,100,460
New Hampshire,8/1/2023,2023,August,14005,100,453
New Hampshire,9/1/2023,2023,September,14029,100,460
New Hampshire,10/1/2023,2023,October,14024,100,448
New Hampshire,11/1/2023,2023,November,13953,100,431
New Hampshire,12/1/2023,2023,December,13877,100,421
New Jersey,1/1/2015,2015,January,70998,70,1210
New Jersey,2/1/2015,2015,February,71521,71,1221
New Jersey,3/1/2015,2015,March,71756,71,1226
New Jersey,4/1/2015,2015,April,71525,72,1240
New Jersey,5/1/2015,2015,May,71394,71,1277
New Jersey,6/1/2015,2015,June,71384,71,1305
New Jersey,7/1/2015,2015,July,71495,70,1336
New Jersey,8/1/2015,2015,August,71571,70,1373
New Jersey,9/1/2015,2015,September,71636,70,1411
New Jersey,10/1/2015,2015,October,71671,70,1413
New Jersey,11/1/2015,2015,November,71524,69,1414
New Jersey,12/1/2015,2015,December,71109,69,1423
New Jersey,1/1/2016,2016,January,70318,69,1433
New Jersey,2/1/2016,2016,February,69990,69,1483
New Jersey,3/1/2016,2016,March,69997,70,1538
New Jersey,4/1/2016,2016,April,70126,72,1628
New Jersey,5/1/2016,2016,May,70157,73,1637
New Jersey,6/1/2016,2016,June,70249,74,1651
New Jersey,7/1/2016,2016,July,70297,75,1695
New Jersey,8/1/2016,2016,August,70539,75,1682
New Jersey,9/1/2016,2016,September,70684,75,1692
New Jersey,10/1/2016,2016,October,70935,76,1777
New Jersey,11/1/2016,2016,November,71423,77,1868
New Jersey,12/1/2016,2016,December,72082,78,1971
New Jersey,1/1/2017,2017,January,72707,79,2082
New Jersey,2/1/2017,2017,February,73064,80,2111
New Jersey,3/1/2017,2017,March,73272,80,2189
New Jersey,4/1/2017,2017,April,73487,79,2217
New Jersey,5/1/2017,2017,May,73744,79,2305
New Jersey,6/1/2017,2017,June,73836,80,2397
New Jersey,7/1/2017,2017,July,73912,80,2416
New Jersey,8/1/2017,2017,August,73969,81,2502
New Jersey,9/1/2017,2017,September,74165,81,2600
New Jersey,10/1/2017,2017,October,73827,82,2565
New Jersey,11/1/2017,2017,November,73722,82,2581
New Jersey,12/1/2017,2017,December,73945,82,2621
New Jersey,1/1/2018,2018,January,74234,84,2605
New Jersey,2/1/2018,2018,February,74282,85,2613
New Jersey,3/1/2018,2018,March,74211,86,2610
New Jersey,4/1/2018,2018,April,74133,88,2604
New Jersey,5/1/2018,2018,May,73944,89,2629
New Jersey,6/1/2018,2018,June,74041,90,2648
New Jersey,7/1/2018,2018,July,74323,92,2692
New Jersey,8/1/2018,2018,August,74470,93,2743
New Jersey,9/1/2018,2018,September,74400,94,2753
New Jersey,10/1/2018,2018,October,74864,95,2859
New Jersey,11/1/2018,2018,November,75088,96,2875
New Jersey,12/1/2018,2018,December,74833,98,2857
New Jersey,1/1/2019,2019,January,74277,98,2819
New Jersey,2/1/2019,2019,February,74186,98,2859
New Jersey,3/1/2019,2019,March,74248,98,2802
New Jersey,4/1/2019,2019,April,74029,98,2771
New Jersey,5/1/2019,2019,May,74213,98,2749
New Jersey,6/1/2019,2019,June,74225,98,2721
New Jersey,7/1/2019,2019,July,74187,98,2730
New Jersey,8/1/2019,2019,August,74015,98,2739
New Jersey,9/1/2019,2019,September,74024,98,2721
New Jersey,10/1/2019,2019,October,73928,98,2695
New Jersey,11/1/2019,2019,November,73954,98,2738
New Jersey,12/1/2019,2019,December,74281,98,2774
New Jersey,1/1/2020,2020,January,74408,99,2843
New Jersey,2/1/2020,2020,February,74389,98,2838
New Jersey,3/1/2020,2020,March,75710,98,2884
New Jersey,4/1/2020,2020,April,87906,98,2919
New Jersey,5/1/2020,2020,May,91449,99,2972
New Jersey,6/1/2020,2020,June,91941,98,2996
New Jersey,7/1/2020,2020,July,92024,99,2974
New Jersey,8/1/2020,2020,August,92098,99,2934
New Jersey,9/1/2020,2020,September,92286,99,2938
New Jersey,10/1/2020,2020,October,92368,99,2898
New Jersey,11/1/2020,2020,November,93215,98,2873
New Jersey,12/1/2020,2020,December,95555,98,2817
New Jersey,1/1/2021,2021,January,97720,98,2821
New Jersey,2/1/2021,2021,February,98963,98,2832
New Jersey,3/1/2021,2021,March,98287,98,2862
New Jersey,4/1/2021,2021,April,87248,98,2881
New Jersey,5/1/2021,2021,May,83965,98,2826
New Jersey,6/1/2021,2021,June,83555,98,2867
New Jersey,7/1/2021,2021,July,83502,98,2897
New Jersey,8/1/2021,2021,August,83988,98,2921
New Jersey,9/1/2021,2021,September,84678,98,2958
New Jersey,10/1/2021,2021,October,85392,98,3028
New Jersey,11/1/2021,2021,November,85023,98,2997
New Jersey,12/1/2021,2021,December,83604,98,3009
New Jersey,1/1/2022,2022,January,84822,98,3047
New Jersey,2/1/2022,2022,February,84130,98,3042
New Jersey,3/1/2022,2022,March,83310,98,3029
New Jersey,4/1/2022,2022,April,82197,98,3029
New Jersey,5/1/2022,2022,May,82287,98,3033
New Jersey,6/1/2022,2022,June,82381,98,2986
New Jersey,7/1/2022,2022,July,82601,98,2953
New Jersey,8/1/2022,2022,August,82329,98,2950
New Jersey,9/1/2022,2022,September,81946,98,2938
New Jersey,10/1/2022,2022,October,81576,98,2926
New Jersey,11/1/2022,2022,November,81440,98,2933
New Jersey,12/1/2022,2022,December,81132,98,2945
New Jersey,1/1/2023,2023,January,77796,98,2866
New Jersey,2/1/2023,2023,February,77102,98,2844
New Jersey,3/1/2023,2023,March,77146,98,2815
New Jersey,4/1/2023,2023,April,77269,98,2813
New Jersey,5/1/2023,2023,May,76923,98,2836
New Jersey,6/1/2023,2023,June,76746,98,2825
New Jersey,7/1/2023,2023,July,76283,98,2822
New Jersey,8/1/2023,2023,August,76160,98,2802
New Jersey,9/1/2023,2023,September,75787,98,2732
New Jersey,10/1/2023,2023,October,75623,98,2671
New Jersey,11/1/2023,2023,November,75287,97,2619
New Jersey,12/1/2023,2023,December,74916,97,2518
New Mexico,1/1/2015,2015,January,17051,98,548
New Mexico,2/1/2015,2015,February,17019,98,546
New Mexico,3/1/2015,2015,March,17080,98,544
New Mexico,4/1/2015,2015,April,17123,97,536
New Mexico,5/1/2015,2015,May,17012,97,523
New Mexico,6/1/2015,2015,June,17045,97,519
New Mexico,7/1/2015,2015,July,16991,97,520
New Mexico,8/1/2015,2015,August,17087,97,518
New Mexico,9/1/2015,2015,September,17113,96,513
New Mexico,10/1/2015,2015,October,17073,96,518
New Mexico,11/1/2015,2015,November,17110,96,510
New Mexico,12/1/2015,2015,December,17062,97,496
New Mexico,1/1/2016,2016,January,16987,97,473
New Mexico,2/1/2016,2016,February,17140,97,485
New Mexico,3/1/2016,2016,March,17301,97,498
New Mexico,4/1/2016,2016,April,17421,98,497
New Mexico,5/1/2016,2016,May,17557,98,497
New Mexico,6/1/2016,2016,June,17533,98,491
New Mexico,7/1/2016,2016,July,17593,98,497
New Mexico,8/1/2016,2016,August,17651,98,495
New Mexico,9/1/2016,2016,September,17636,98,491
New Mexico,10/1/2016,2016,October,17701,98,478
New Mexico,11/1/2016,2016,November,17672,98,485
New Mexico,12/1/2016,2016,December,17768,98,494
New Mexico,1/1/2017,2017,January,17805,98,506
New Mexico,2/1/2017,2017,February,17857,98,494
New Mexico,3/1/2017,2017,March,17778,98,495
New Mexico,4/1/2017,2017,April,17789,99,505
New Mexico,5/1/2017,2017,May,17875,98,511
New Mexico,6/1/2017,2017,June,17918,98,507
New Mexico,7/1/2017,2017,July,17911,99,515
New Mexico,8/1/2017,2017,August,17866,99,505
New Mexico,9/1/2017,2017,September,17922,99,501
New Mexico,10/1/2017,2017,October,17967,99,507
New Mexico,11/1/2017,2017,November,18008,99,496
New Mexico,12/1/2017,2017,December,18060,99,494
New Mexico,1/1/2018,2018,January,18152,98,489
New Mexico,2/1/2018,2018,February,18160,99,486
New Mexico,3/1/2018,2018,March,18197,99,485
New Mexico,4/1/2018,2018,April,18190,99,482
New Mexico,5/1/2018,2018,May,18068,99,480
New Mexico,6/1/2018,2018,June,18189,99,501
New Mexico,7/1/2018,2018,July,18224,99,491
New Mexico,8/1/2018,2018,August,18305,99,510
New Mexico,9/1/2018,2018,September,18400,99,524
New Mexico,10/1/2018,2018,October,18434,99,515
New Mexico,11/1/2018,2018,November,18497,99,507
New Mexico,12/1/2018,2018,December,18440,99,525
New Mexico,1/1/2019,2019,January,18502,99,513
New Mexico,2/1/2019,2019,February,18441,99,526
New Mexico,3/1/2019,2019,March,18468,99,520
New Mexico,4/1/2019,2019,April,18475,99,536
New Mexico,5/1/2019,2019,May,18576,99,550
New Mexico,6/1/2019,2019,June,18569,99,550
New Mexico,7/1/2019,2019,July,18639,99,568
New Mexico,8/1/2019,2019,August,18696,99,565
New Mexico,9/1/2019,2019,September,18764,99,574
New Mexico,10/1/2019,2019,October,18766,99,592
New Mexico,11/1/2019,2019,November,18813,99,613
New Mexico,12/1/2019,2019,December,18906,99,609
New Mexico,1/1/2020,2020,January,18872,99,634
New Mexico,2/1/2020,2020,February,18946,99,641
New Mexico,3/1/2020,2020,March,18921,99,648
New Mexico,4/1/2020,2020,April,19139,99,647
New Mexico,5/1/2020,2020,May,19547,99,661
New Mexico,6/1/2020,2020,June,19860,99,681
New Mexico,7/1/2020,2020,July,20209,99,684
New Mexico,8/1/2020,2020,August,20510,99,723
New Mexico,9/1/2020,2020,September,20644,98,739
New Mexico,10/1/2020,2020,October,20968,96,758
New Mexico,11/1/2020,2020,November,21878,95,780
New Mexico,12/1/2020,2020,December,23095,94,792
New Mexico,1/1/2021,2021,January,23756,94,809
New Mexico,2/1/2021,2021,February,23984,94,828
New Mexico,3/1/2021,2021,March,24296,94,857
New Mexico,4/1/2021,2021,April,24342,95,899
New Mexico,5/1/2021,2021,May,24245,95,931
New Mexico,6/1/2021,2021,June,24166,95,945
New Mexico,7/1/2021,2021,July,24052,95,986
New Mexico,8/1/2021,2021,August,24225,95,1005
New Mexico,9/1/2021,2021,September,24642,95,1016
New Mexico,10/1/2021,2021,October,24886,97,1025
New Mexico,11/1/2021,2021,November,24744,98,1030
New Mexico,12/1/2021,2021,December,24604,99,1040
New Mexico,1/1/2022,2022,January,24836,99,1052
New Mexico,2/1/2022,2022,February,25079,99,1082
New Mexico,3/1/2022,2022,March,25048,99,1089
New Mexico,4/1/2022,2022,April,24940,99,1067
New Mexico,5/1/2022,2022,May,24938,99,1046
New Mexico,6/1/2022,2022,June,24935,99,1037
New Mexico,7/1/2022,2022,July,24947,99,1011
New Mexico,8/1/2022,2022,August,24710,98,975
New Mexico,9/1/2022,2022,September,24298,99,975
New Mexico,10/1/2022,2022,October,23935,99,982
New Mexico,11/1/2022,2022,November,23452,99,991
New Mexico,12/1/2022,2022,December,22880,99,1007
New Mexico,1/1/2023,2023,January,22226,99,1005
New Mexico,2/1/2023,2023,February,21797,98,962
New Mexico,3/1/2023,2023,March,21723,99,960
New Mexico,4/1/2023,2023,April,21877,99,975
New Mexico,5/1/2023,2023,May,21738,98,973
New Mexico,6/1/2023,2023,June,21687,98,990
New Mexico,7/1/2023,2023,July,21652,99,1008
New Mexico,8/1/2023,2023,August,21637,98,1029
New Mexico,9/1/2023,2023,September,21570,98,1014
New Mexico,10/1/2023,2023,October,21612,98,1010
New Mexico,11/1/2023,2023,November,21575,98,1000
New Mexico,12/1/2023,2023,December,21382,98,993
New York,1/1/2015,2015,January,96525,95,1510
New York,2/1/2015,2015,February,97079,95,1519
New York,3/1/2015,2015,March,97885,95,1535
New York,4/1/2015,2015,April,98250,95,1597
New York,5/1/2015,2015,May,98620,95,1622
New York,6/1/2015,2015,June,98695,95,1659
New York,7/1/2015,2015,July,98964,96,1694
New York,8/1/2015,2015,August,99184,96,1733
New York,9/1/2015,2015,September,99349,96,1764
New York,10/1/2015,2015,October,99526,96,1766
New York,11/1/2015,2015,November,99173,96,1789
New York,12/1/2015,2015,December,98476,95,1802
New York,1/1/2016,2016,January,97781,96,1840
New York,2/1/2016,2016,February,97445,95,1915
New York,3/1/2016,2016,March,97131,95,1978
New York,4/1/2016,2016,April,97051,95,2004
New York,5/1/2016,2016,May,96971,96,2023
New York,6/1/2016,2016,June,97038,96,2056
New York,7/1/2016,2016,July,97055,96,2084
New York,8/1/2016,2016,August,97223,96,2123
New York,9/1/2016,2016,September,97410,96,2147
New York,10/1/2016,2016,October,97512,96,2183
New York,11/1/2016,2016,November,98048,97,2219
New York,12/1/2016,2016,December,98766,97,2248
New York,1/1/2017,2017,January,99099,97,2289
New York,2/1/2017,2017,February,99210,97,2289
New York,3/1/2017,2017,March,99308,97,2331
New York,4/1/2017,2017,April,99275,97,2333
New York,5/1/2017,2017,May,99358,97,2396
New York,6/1/2017,2017,June,99706,97,2437
New York,7/1/2017,2017,July,99677,97,2459
New York,8/1/2017,2017,August,99672,97,2467
New York,9/1/2017,2017,September,99699,97,2511
New York,10/1/2017,2017,October,99369,97,2490
New York,11/1/2017,2017,November,99428,97,2446
New York,12/1/2017,2017,December,99799,97,2444
New York,1/1/2018,2018,January,100548,97,2449
New York,2/1/2018,2018,February,100761,97,2410
New York,3/1/2018,2018,March,100733,97,2331
New York,4/1/2018,2018,April,100817,97,2298
New York,5/1/2018,2018,May,100592,97,2243
New York,6/1/2018,2018,June,100515,97,2223
New York,7/1/2018,2018,July,100745,97,2214
New York,8/1/2018,2018,August,100858,97,2209
New York,9/1/2018,2018,September,100664,97,2166
New York,10/1/2018,2018,October,101199,97,2217
New York,11/1/2018,2018,November,101070,98,2240
New York,12/1/2018,2018,December,100680,98,2236
New York,1/1/2019,2019,January,99826,98,2144
New York,2/1/2019,2019,February,99523,98,2142
New York,3/1/2019,2019,March,99759,97,2169
New York,4/1/2019,2019,April,99715,97,2153
New York,5/1/2019,2019,May,100070,98,2127
New York,6/1/2019,2019,June,100104,97,2105
New York,7/1/2019,2019,July,100100,97,2120
New York,8/1/2019,2019,August,100188,97,2124
New York,9/1/2019,2019,September,100398,97,2116
New York,10/1/2019,2019,October,100250,97,2089
New York,11/1/2019,2019,November,100422,97,2104
New York,12/1/2019,2019,December,100569,97,2086
New York,1/1/2020,2020,January,100621,97,2158
New York,2/1/2020,2020,February,100964,97,2202
New York,3/1/2020,2020,March,102023,98,2260
New York,4/1/2020,2020,April,111210,98,2383
New York,5/1/2020,2020,May,113741,98,2502
New York,6/1/2020,2020,June,114102,98,2572
New York,7/1/2020,2020,July,114287,98,2596
New York,8/1/2020,2020,August,114435,98,2669
New York,9/1/2020,2020,September,114921,98,2722
New York,10/1/2020,2020,October,115231,98,2766
New York,11/1/2020,2020,November,116187,98,2813
New York,12/1/2020,2020,December,119373,98,2874
New York,1/1/2021,2021,January,123421,97,2965
New York,2/1/2021,2021,February,124969,97,3006
New York,3/1/2021,2021,March,124235,97,3037
New York,4/1/2021,2021,April,115586,97,3011
New York,5/1/2021,2021,May,113462,97,2989
New York,6/1/2021,2021,June,113236,97,2990
New York,7/1/2021,2021,July,113375,97,3014
New York,8/1/2021,2021,August,114271,97,3050
New York,9/1/2021,2021,September,115163,97,3087
New York,10/1/2021,2021,October,116249,97,3122
New York,11/1/2021,2021,November,116974,97,3126
New York,12/1/2021,2021,December,116115,97,3170
New York,1/1/2022,2022,January,115280,98,3133
New York,2/1/2022,2022,February,114528,98,3134
New York,3/1/2022,2022,March,114071,98,3127
New York,4/1/2022,2022,April,113852,98,3159
New York,5/1/2022,2022,May,114233,98,3169
New York,6/1/2022,2022,June,114615,98,3238
New York,7/1/2022,2022,July,114828,98,3263
New York,8/1/2022,2022,August,114522,98,3259
New York,9/1/2022,2022,September,113889,98,3281
New York,10/1/2022,2022,October,113333,98,3319
New York,11/1/2022,2022,November,112667,98,3369
New York,12/1/2022,2022,December,112008,98,3401
New York,1/1/2023,2023,January,109684,98,3463
New York,2/1/2023,2023,February,108900,98,3486
New York,3/1/2023,2023,March,109012,98,3488
New York,4/1/2023,2023,April,108862,98,3540
New York,5/1/2023,2023,May,108419,98,3559
New York,6/1/2023,2023,June,108164,98,3520
New York,7/1/2023,2023,July,107747,98,3455
New York,8/1/2023,2023,August,107501,98,3444
New York,9/1/2023,2023,September,107183,98,3396
New York,10/1/2023,2023,October,107081,98,3326
New York,11/1/2023,2023,November,106405,98,3292
New York,12/1/2023,2023,December,105557,98,3225
New York City,1/1/2015,2015,January,53516,99,794
New York City,2/1/2015,2015,February,54100,99,800
New York City,3/1/2015,2015,March,54149,98,781
New York City,4/1/2015,2015,April,53978,98,796
New York City,5/1/2015,2015,May,54029,98,810
New York City,6/1/2015,2015,June,54107,98,814
New York City,7/1/2015,2015,July,54291,98,826
New York City,8/1/2015,2015,August,54505,98,858
New York City,9/1/2015,2015,September,54449,98,886
New York City,10/1/2015,2015,October,54572,98,918
New York City,11/1/2015,2015,November,54320,98,944
New York City,12/1/2015,2015,December,54120,98,959
New York City,1/1/2016,2016,January,53624,98,987
New York City,2/1/2016,2016,February,53421,98,1019
New York City,3/1/2016,2016,March,53547,99,1076
New York City,4/1/2016,2016,April,53516,99,1118
New York City,5/1/2016,2016,May,53496,99,1146
New York City,6/1/2016,2016,June,53435,99,1192
New York City,7/1/2016,2016,July,53502,99,1251
New York City,8/1/2016,2016,August,53485,99,1279
New York City,9/1/2016,2016,September,53533,99,1311
New York City,10/1/2016,2016,October,53545,99,1344
New York City,11/1/2016,2016,November,53882,99,1371
New York City,12/1/2016,2016,December,54280,99,1424
New York City,1/1/2017,2017,January,54566,100,1483
New York City,2/1/2017,2017,February,54403,99,1494
New York City,3/1/2017,2017,March,54145,99,1466
New York City,4/1/2017,2017,April,54067,99,1468
New York City,5/1/2017,2017,May,54194,99,1488
New York City,6/1/2017,2017,June,54245,99,1509
New York City,7/1/2017,2017,July,54200,100,1503
New York City,8/1/2017,2017,August,54191,100,1497
New York City,9/1/2017,2017,September,54331,100,1514
New York City,10/1/2017,2017,October,54287,100,1507
New York City,11/1/2017,2017,November,54241,100,1509
New York City,12/1/2017,2017,December,54319,100,1493
New York City,1/1/2018,2018,January,54731,100,1488
New York City,2/1/2018,2018,February,54911,100,1495
New York City,3/1/2018,2018,March,54983,100,1520
New York City,4/1/2018,2018,April,55057,100,1545
